t,q,dq,tau
0.0,-1.15187,-0.02198,-0.00244
0.0101,-1.15187,-0.00733,-0.00244
0.0202,-1.15187,0.00733,-0.00733
0.0303,-1.15187,0.00733,-0.01221
0.0404,-1.15187,-0.02198,-0.01221
0.0504,-1.15187,-0.02198,-0.01221
0.0606,-1.15187,0.00733,-0.01221
0.0707,-1.15187,-0.00733,-0.01221
0.0807,-1.15187,-0.00733,-0.01221
0.0908,-1.15187,-0.02198,-0.01221
0.1011,-1.15187,0.00733,-0.01221
0.1112,-1.15187,-0.00733,-0.01221
0.1213,-1.15187,-0.02198,-0.01221
0.1314,-1.15187,-0.00733,-0.01221
0.1415,-1.15187,-0.00733,-0.01221
0.1516,-1.15187,-0.00733,-0.01221
0.1617,-1.15187,-0.02198,-0.01221
0.1718,-1.15187,0.00733,-0.01221
0.182,-1.15187,0.00733,-0.01221
0.192,-1.15187,-0.02198,-0.01221
0.2021,-1.15187,0.00733,-0.01221
0.2122,-1.15187,-0.00733,-0.01221
0.2223,-1.15187,-0.00733,-0.01221
0.2324,-1.15187,-0.00733,-0.01221
0.2425,-1.15187,-0.02198,-0.01221
0.2525,-1.15187,-0.00733,-0.01221
0.2626,-1.15187,-0.00733,-0.01221
0.2727,-1.15187,-0.00733,-0.01221
0.2828,-1.15187,-0.00733,-0.01221
0.2929,-1.15187,-0.00733,-0.01221
0.303,-1.15187,-0.02198,-0.01221
0.3193,-1.15187,-0.00733,-0.01221
0.3294,-1.15187,-0.00733,-0.01221
0.3395,-1.15187,-0.00733,-0.00733
0.3496,-1.15187,-0.02198,-0.01221
0.3597,-1.15187,-0.02198,-0.01221
0.3697,-1.15187,-0.00733,-0.01221
0.3798,-1.15187,0.02198,-0.01221
0.3899,-1.15187,-0.00733,-0.01221
0.4,-1.15187,0.00733,-0.01221
0.4101,-1.15187,-0.00733,-0.01221
0.4202,-1.15187,0.00733,-0.01221
0.4303,-1.15187,-0.00733,-0.01221
0.4404,-1.15187,0.00733,-0.01221
0.4505,-1.15187,-0.00733,-0.01221
0.4606,-1.15187,0.00733,-0.01221
0.4707,-1.15187,-0.00733,-0.01221
0.4809,-1.15187,0.00733,-0.01221
0.4912,-1.15187,-0.02198,-0.01221
0.5014,-1.15187,-0.00733,-0.01221
0.5116,-1.15187,-0.00733,-0.01221
0.5216,-1.15187,-0.00733,-0.01221
0.5317,-1.15187,-0.00733,-0.01221
0.5418,-1.15187,-0.00733,-0.01221
0.5519,-1.15187,0.02198,-0.01221
0.562,-1.15187,-0.02198,-0.01709
0.5721,-1.15187,-0.00733,-0.01221
0.5822,-1.15187,-0.00733,-0.01221
0.5923,-1.15187,-0.00733,-0.00733
0.6024,-1.15187,-0.00733,-0.01221
0.6125,-1.15187,-0.00733,-0.01221
0.6226,-1.15187,-0.00733,-0.00733
0.6329,-1.15187,-0.00733,-0.01221
0.643,-1.15187,0.00733,-0.01221
0.6531,-1.15187,-0.00733,-0.01221
0.6632,-1.15187,-0.00733,-0.01221
0.6733,-1.15187,-0.00733,-0.01221
0.6833,-1.15187,-0.02198,-0.01221
0.6936,-1.15187,-0.02198,-0.01221
0.706,-1.15187,-0.00733,-0.01221
0.7162,-1.15187,0.00733,-0.01221
0.7263,-1.15187,-0.00733,-0.01221
0.7366,-1.15187,0.00733,-0.01221
0.7467,-1.15187,-0.00733,-0.01221
0.7568,-1.15187,-0.00733,-0.01221
0.7669,-1.15187,0.00733,-0.01221
0.7771,-1.15187,0.00733,-0.01221
0.7872,-1.15187,-0.00733,-0.01221
0.7973,-1.15187,0.00733,-0.01221
0.8074,-1.15187,-0.00733,-0.01221
0.8175,-1.15187,-0.00733,-0.01221
0.8276,-1.15187,0.00733,-0.01221
0.8377,-1.15187,-0.02198,-0.01221
0.8478,-1.15187,-0.00733,-0.01221
0.8578,-1.15187,-0.00733,-0.01221
0.8679,-1.15187,0.00733,-0.01221
0.878,-1.15187,-0.02198,-0.01221
0.8881,-1.15187,-0.02198,-0.01221
0.8982,-1.15187,-0.00733,-0.01221
0.9083,-1.15187,0.00733,-0.01221
0.9184,-1.15187,-0.02198,-0.01221
0.9284,-1.15187,-0.00733,-0.00733
0.9385,-1.15187,-0.00733,-0.01221
0.9486,-1.15187,-0.00733,-0.01221
0.9587,-1.15187,-0.00733,-0.01221
0.9688,-1.15187,-0.00733,-0.01221
0.9789,-1.15187,-0.00733,-0.01221
0.989,-1.15187,-0.00733,-0.01221
0.999,-1.15187,-0.00733,-0.01221
1.0091,-1.15187,-0.03663,-0.01221
1.0192,-1.15187,-0.02198,-0.01221
1.0293,-1.15187,-0.02198,-0.01221
1.0394,-1.15187,-0.00733,-0.01221
1.0495,-1.15187,-0.00733,-0.01221
1.0596,-1.15187,-0.02198,-0.01221
1.0697,-1.15187,0.00733,-0.01221
1.0798,-1.15187,0.00733,-0.01221
1.0899,-1.15187,-0.00733,-0.01221
1.1,-1.15187,-0.02198,-0.01221
1.1101,-1.15187,-0.00733,-0.01221
1.1201,-1.15187,-0.00733,-0.01221
1.1302,-1.15187,-0.00733,-0.01221
1.1403,-1.15187,-0.00733,-0.01221
1.1517,-1.15187,-0.00733,-0.01709
1.1618,-1.15187,0.00733,-0.01221
1.1721,-1.15187,-0.00733,-0.01221
1.1822,-1.15187,0.00733,-0.01221
1.1924,-1.15187,0.00733,-0.01221
1.2024,-1.15187,0.00733,-0.01221
1.2126,-1.15187,-0.00733,-0.01221
1.2227,-1.15187,-0.00733,-0.01221
1.2328,-1.15187,-0.00733,-0.01221
1.2429,-1.15187,-0.00733,-0.01221
1.253,-1.15187,-0.02198,-0.01221
1.2631,-1.15187,-0.02198,-0.01221
1.2732,-1.15187,-0.00733,-0.01221
1.2833,-1.15187,-0.00733,-0.01221
1.2934,-1.15187,-0.00733,-0.01221
1.3035,-1.15187,0.00733,-0.01221
1.3136,-1.15187,-0.00733,-0.01221
1.3237,-1.15187,-0.00733,-0.01221
1.3338,-1.15187,-0.00733,-0.01221
1.3439,-1.15187,-0.00733,-0.01221
1.354,-1.15187,-0.00733,-0.00733
1.3641,-1.15187,-0.00733,-0.01221
1.3742,-1.15187,-0.00733,-0.01221
1.3843,-1.15187,-0.00733,-0.01221
1.3944,-1.15187,-0.00733,-0.01221
1.4045,-1.15187,0.00733,-0.01221
1.4157,-1.15187,-0.00733,-0.00733
1.4258,-1.15187,-0.00733,-0.00733
1.4359,-1.15187,-0.00733,-0.01221
1.446,-1.15187,-0.00733,-0.01221
1.4561,-1.15187,-0.00733,-0.01221
1.4662,-1.15187,-0.00733,-0.01221
1.4802,-1.15187,-0.02198,-0.01221
1.4903,-1.15187,-0.00733,-0.01221
1.5004,-1.15187,0.02198,-0.01221
1.5105,-1.15187,-0.02198,-0.01221
1.5206,-1.15187,-0.00733,-0.01221
1.5307,-1.15187,-0.02198,-0.01221
1.5463,-1.15187,-0.02198,-0.01221
1.5564,-1.15187,-0.02198,-0.01221
1.5665,-1.15187,-0.03663,-0.01221
1.5766,-1.15187,-0.00733,-0.01221
1.5867,-1.15187,-0.00733,-0.01221
1.5968,-1.15187,-0.00733,-0.00733
1.6069,-1.15187,-0.00733,-0.01221
1.617,-1.15187,-0.00733,-0.01221
1.6271,-1.15187,-0.00733,-0.01221
1.6372,-1.15187,-0.02198,-0.01221
1.6473,-1.15187,-0.00733,-0.01221
1.6574,-1.15187,0.00733,-0.01221
1.6674,-1.15187,-0.00733,-0.01221
1.6775,-1.15187,-0.00733,-0.00733
1.6876,-1.15187,-0.00733,-0.01221
1.6977,-1.15187,-0.00733,-0.01221
1.7078,-1.15187,-0.02198,-0.01221
1.7227,-1.15187,-0.00733,-0.01221
1.7342,-1.15187,0.00733,-0.01221
1.7443,-1.15187,0.00733,-0.01221
1.7548,-1.15187,-0.03663,-0.01221
1.7648,-1.15187,-0.00733,-0.01221
1.775,-1.15187,-0.03663,-0.01221
1.7851,-1.15187,0.00733,-0.01221
1.7952,-1.15187,-0.00733,-0.01221
1.8053,-1.15187,-0.00733,-0.01221
1.8154,-1.15187,0.00733,-0.01221
1.8255,-1.15187,-0.00733,-0.01221
1.8356,-1.15187,-0.00733,-0.01221
1.8457,-1.15187,-0.00733,-0.00733
1.8586,-1.15187,-0.02198,-0.01221
1.8687,-1.15187,-0.00733,-0.00733
1.8788,-1.15187,-0.00733,-0.01221
1.8889,-1.15187,-0.00733,-0.01221
1.899,-1.15187,0.00733,-0.01221
1.9091,-1.15187,-0.00733,-0.01221
1.9192,-1.15187,0.00733,-0.01221
1.9293,-1.15187,0.00733,-0.01221
1.9394,-1.15187,-0.02198,-0.01221
1.9498,-1.15187,-0.02198,-0.01221
1.9599,-1.15187,-0.03663,-0.01221
1.97,-1.15187,-0.00733,-0.00733
1.9805,-1.15187,-0.00733,-0.01221
1.9906,-1.15187,-0.00733,-0.01221
2.0007,-1.15187,0.00733,-0.01221
2.0108,-1.15187,-0.00733,-0.01221
2.0209,-1.15187,-0.00733,-0.01221
2.031,-1.15187,0.02198,-0.01221
2.0411,-1.15187,-0.00733,-0.01221
2.0512,-1.15187,-0.00733,-0.01221
2.0613,-1.15187,0.00733,-0.01221
2.0714,-1.15187,0.00733,-0.01221
2.0815,-1.15187,0.00733,-0.01221
2.0915,-1.15187,-0.00733,-0.01221
2.1017,-1.15187,-0.00733,-0.01221
2.1122,-1.15187,-0.00733,-0.01221
2.1224,-1.15187,-0.00733,-0.01221
2.1334,-1.15187,0.02198,-0.01221
2.1436,-1.15187,-0.02198,-0.01221
2.1537,-1.15187,-0.00733,-0.01221
2.1638,-1.15187,0.00733,-0.01221
2.1739,-1.15187,-0.02198,-0.01221
2.184,-1.15187,-0.02198,-0.01221
2.1941,-1.15187,-0.00733,-0.01221
2.2042,-1.15187,-0.02198,-0.00733
2.2143,-1.15187,0.00733,-0.01221
2.2244,-1.15187,-0.00733,-0.01221
2.2346,-1.15187,-0.02198,-0.01221
2.246,-1.15187,0.00733,-0.01221
2.2561,-1.15187,-0.02198,-0.01221
2.2662,-1.15187,0.00733,-0.01221
2.2763,-1.15187,-0.02198,-0.01221
2.2864,-1.15187,-0.00733,-0.01221
2.2967,-1.15187,-0.00733,-0.01221
2.3068,-1.15187,-0.00733,-0.01221
2.3169,-1.15187,0.00733,-0.01221
2.3278,-1.15187,-0.02198,-0.01221
2.3379,-1.15187,-0.00733,-0.01221
2.3488,-1.15187,-0.02198,-0.01221
2.359,-1.15187,0.00733,-0.01221
2.3691,-1.15187,0.00733,-0.01221
2.3792,-1.15187,-0.00733,-0.01221
2.3893,-1.15187,-0.00733,-0.01221
2.3994,-1.15187,-0.02198,-0.01221
2.4095,-1.15187,0.00733,-0.01221
2.4196,-1.15187,-0.02198,-0.01221
2.4297,-1.15187,-0.00733,-0.01221
2.4398,-1.15187,-0.00733,-0.01221
2.4499,-1.15187,-0.00733,-0.01221
2.46,-1.15187,0.00733,-0.01221
2.4701,-1.15187,-0.00733,-0.01221
2.4803,-1.15187,-0.02198,-0.01221
2.4908,-1.15187,-0.00733,-0.01221
2.5009,-1.15187,-0.00733,-0.01221
2.511,-1.15187,0.00733,-0.01221
2.5211,-1.15187,-0.00733,-0.01221
2.5312,-1.15187,-0.00733,-0.01221
2.5412,-1.15187,-0.00733,-0.01221
2.5513,-1.15187,-0.00733,-0.01221
2.5614,-1.15187,-0.02198,-0.01221
2.5715,-1.15187,-0.00733,-0.01221
2.5816,-1.15187,-0.00733,-0.01221
2.5916,-1.15187,0.00733,-0.01221
2.6017,-1.15187,-0.02198,-0.01221
2.6118,-1.15187,-0.00733,-0.01221
2.6219,-1.15187,-0.00733,-0.01221
2.6321,-1.15187,-0.00733,-0.01221
2.6422,-1.15187,-0.00733,-0.01221
2.6523,-1.15187,-0.00733,-0.01221
2.6624,-1.15187,-0.00733,-0.01221
2.6724,-1.15187,-0.00733,-0.01221
2.6825,-1.15187,-0.00733,-0.01221
2.6926,-1.15187,-0.00733,-0.01221
2.7027,-1.15187,-0.00733,-0.01221
2.7128,-1.15187,0.00733,-0.01221
2.7229,-1.15187,-0.00733,-0.01221
2.7329,-1.15187,-0.00733,-0.01221
2.743,-1.15187,-0.00733,-0.01221
2.7531,-1.15187,0.00733,-0.01221
2.7632,-1.15187,0.00733,-0.01221
2.7733,-1.15187,-0.02198,-0.01221
2.7834,-1.15187,-0.00733,-0.01221
2.7935,-1.15187,-0.02198,-0.01221
2.8036,-1.15187,-0.02198,-0.01221
2.8143,-1.15187,-0.00733,-0.01221
2.8244,-1.15187,-0.00733,-0.01221
2.8346,-1.15187,-0.02198,-0.01221
2.8447,-1.15187,-0.02198,-0.01221
2.8548,-1.15187,-0.00733,-0.01221
2.8648,-1.15187,-0.00733,-0.01221
2.8749,-1.15187,-0.02198,-0.01709
2.885,-1.15187,-0.02198,-0.01221
2.8951,-1.15187,-0.00733,-0.01221
2.9051,-1.15187,-0.00733,-0.01221
2.9152,-1.15187,0.00733,-0.01221
2.9253,-1.15187,-0.00733,-0.01221
2.9354,-1.15187,0.00733,-0.01221
2.9455,-1.15187,-0.00733,-0.01221
2.9556,-1.15187,-0.00733,-0.01221
2.9656,-1.15187,-0.02198,-0.01221
2.9757,-1.15187,0.00733,-0.01221
2.9858,-1.15187,-0.00733,-0.01221
2.9959,-1.15187,-0.02198,-0.01221
3.006,-1.15187,-0.00733,-0.01221
3.0161,-1.15187,-0.02198,-0.01221
3.0266,-1.15187,-0.00733,-0.01221
3.0367,-1.15187,-0.00733,-0.01221
3.0468,-1.15187,-0.00733,-0.01221
3.0569,-1.15187,-0.00733,-0.01221
3.067,-1.15187,-0.00733,-0.01221
3.0771,-1.15187,-0.00733,-0.01221
3.0871,-1.15187,-0.00733,-0.01221
3.0973,-1.15187,-0.02198,-0.01221
3.1073,-1.15187,-0.00733,-0.01221
3.1174,-1.15187,-0.00733,-0.01221
3.1275,-1.15187,-0.00733,-0.01221
3.1376,-1.15187,-0.00733,-0.01221
3.1477,-1.15187,-0.00733,-0.01221
3.1578,-1.15187,-0.02198,-0.01221
3.1679,-1.15187,-0.00733,-0.01221
3.178,-1.15187,-0.00733,-0.01221
3.1881,-1.15187,-0.00733,-0.01221
3.1982,-1.15187,-0.02198,-0.01221
3.2083,-1.15187,-0.00733,-0.01221
3.2184,-1.15187,0.00733,-0.01221
3.2284,-1.15187,0.00733,-0.01221
3.2385,-1.15187,-0.02198,-0.01221
3.2486,-1.15187,-0.00733,-0.01221
3.2587,-1.15187,-0.00733,-0.01221
3.2688,-1.15187,-0.02198,-0.01221
3.2789,-1.15187,-0.00733,-0.01221
3.2889,-1.15187,-0.00733,-0.01221
3.299,-1.15187,0.00733,-0.01221
3.3091,-1.15187,0.00733,-0.01221
3.3192,-1.15187,-0.02198,-0.01221
3.3293,-1.15187,-0.00733,-0.00733
3.3393,-1.15187,0.00733,-0.01709
3.3494,-1.15187,0.00733,-0.01221
3.3595,-1.15225,-0.03663,-0.01221
3.3696,-1.15187,0.00733,-0.01221
3.3796,-1.15187,-0.00733,-0.01709
3.3897,-1.15187,-0.02198,-0.01221
3.3998,-1.15187,0.00733,-0.01221
3.4099,-1.15187,-0.00733,-0.01221
3.42,-1.15187,-0.02198,-0.01221
3.43,-1.15187,0.00733,-0.01221
3.4401,-1.15187,-0.03663,-0.01221
3.4502,-1.15187,0.00733,-0.01221
3.4603,-1.15187,-0.00733,-0.01221
3.4704,-1.15187,-0.00733,-0.01221
3.4805,-1.15187,0.00733,-0.01221
3.4906,-1.15187,-0.02198,-0.01221
3.5007,-1.15187,-0.00733,-0.01221
3.5107,-1.15187,-0.00733,-0.01221
3.5208,-1.15187,-0.00733,-0.01221
3.5309,-1.15187,0.00733,-0.01221
3.541,-1.15187,-0.00733,-0.01221
3.5511,-1.15187,-0.00733,-0.01221
3.5612,-1.15187,0.00733,-0.01221
3.5713,-1.15187,-0.00733,-0.01221
3.5814,-1.15187,-0.00733,-0.01221
3.5914,-1.15187,-0.00733,-0.01221
3.6015,-1.15187,-0.02198,-0.01221
3.6116,-1.15187,-0.00733,-0.01221
3.6217,-1.15187,-0.02198,-0.01221
3.6318,-1.15187,-0.00733,-0.01709
3.6419,-1.15187,0.00733,-0.01221
3.652,-1.15187,-0.00733,-0.01221
3.6621,-1.15187,-0.02198,-0.01221
3.6721,-1.15187,0.00733,-0.01221
3.6822,-1.15187,-0.00733,-0.01221
3.6923,-1.15187,0.00733,-0.01221
3.7024,-1.15187,0.00733,-0.01221
3.7125,-1.15187,-0.02198,-0.01221
3.7226,-1.15187,0.00733,-0.01221
3.7327,-1.15187,-0.00733,-0.01221
3.7427,-1.15187,0.00733,-0.01221
3.7528,-1.15187,-0.00733,-0.01221
3.7629,-1.15187,-0.02198,-0.01221
3.773,-1.15187,0.00733,-0.01221
3.783,-1.15187,-0.02198,-0.01221
3.7931,-1.15187,-0.00733,-0.01221
3.8032,-1.15187,-0.00733,-0.01221
3.8133,-1.15187,-0.00733,-0.01221
3.8234,-1.15187,0.00733,-0.01221
3.8334,-1.15187,-0.02198,-0.01221
3.8435,-1.15187,-0.00733,-0.01221
3.8536,-1.15187,-0.00733,-0.01221
3.8637,-1.15187,-0.02198,-0.01221
3.8737,-1.15187,-0.00733,-0.01221
3.8838,-1.15187,0.00733,-0.01221
3.8939,-1.15187,0.02198,-0.01221
3.904,-1.15187,0.00733,-0.01221
3.914,-1.15187,-0.02198,-0.01221
3.9241,-1.15187,0.00733,-0.01221
3.9342,-1.15187,-0.00733,-0.01221
3.9443,-1.15187,-0.00733,-0.01221
3.9543,-1.15187,0.00733,-0.01221
3.9644,-1.15187,-0.02198,-0.01221
3.9745,-1.15187,-0.00733,-0.01221
3.9846,-1.15187,0.00733,-0.01221
3.9946,-1.15187,-0.00733,-0.01221
4.0047,-1.15187,-0.00733,-0.01221
4.0148,-1.15187,0.00733,-0.00733
4.0249,-1.15187,-0.02198,-0.01221
4.0349,-1.15187,-0.00733,-0.01221
4.045,-1.15187,0.00733,-0.01221
4.0551,-1.15187,-0.02198,-0.01221
4.0651,-1.15187,-0.02198,-0.01221
4.0752,-1.15187,-0.00733,-0.01221
4.0853,-1.15187,-0.00733,-0.01221
4.0954,-1.15187,-0.00733,-0.01221
4.1055,-1.15187,-0.00733,-0.01221
4.1156,-1.15187,-0.00733,-0.01221
4.1256,-1.15187,0.00733,-0.01221
4.1357,-1.15187,-0.02198,-0.01221
4.1458,-1.15187,0.00733,-0.01221
4.1559,-1.15187,-0.02198,-0.01221
4.1659,-1.15187,-0.00733,-0.01221
4.176,-1.15187,-0.02198,-0.01221
4.1861,-1.15187,-0.00733,-0.01221
4.1962,-1.15187,-0.00733,-0.01221
4.2062,-1.15187,0.00733,-0.01221
4.2163,-1.15187,0.00733,-0.01221
4.2264,-1.15187,-0.02198,-0.01221
4.2365,-1.15187,-0.02198,-0.01221
4.2466,-1.15187,-0.00733,-0.01221
4.2567,-1.15187,0.00733,-0.01221
4.2668,-1.15187,-0.00733,-0.01221
4.2768,-1.15187,-0.00733,-0.01221
4.2869,-1.15187,-0.00733,-0.01221
4.297,-1.15187,-0.00733,-0.01221
4.3071,-1.15187,-0.00733,-0.01221
4.3172,-1.15187,-0.02198,-0.01709
4.3283,-1.15187,-0.00733,-0.01221
4.3384,-1.15187,0.00733,-0.01221
4.3485,-1.15187,-0.00733,-0.01221
4.3588,-1.15187,0.00733,-0.01221
4.3689,-1.15187,-0.00733,-0.01221
4.3794,-1.15187,-0.00733,-0.01221
4.3895,-1.15187,0.00733,-0.01221
4.3996,-1.15187,-0.02198,-0.01221
4.4097,-1.15187,-0.00733,-0.01221
4.4197,-1.15187,0.00733,-0.01221
4.4299,-1.15187,0.00733,-0.01221
4.44,-1.15187,-0.00733,-0.01221
4.4501,-1.15187,-0.02198,-0.01221
4.4602,-1.15187,-0.02198,-0.01221
4.4703,-1.15187,-0.00733,-0.01221
4.4804,-1.15187,-0.00733,-0.01221
4.4905,-1.15187,0.00733,-0.01221
4.5006,-1.15187,-0.00733,-0.01221
4.5166,-1.15187,-0.00733,-0.01221
4.5267,-1.15187,-0.00733,-0.01221
4.5368,-1.15187,-0.00733,-0.01221
4.5469,-1.15187,-0.00733,-0.01221
4.557,-1.15187,-0.03663,-0.01221
4.5671,-1.15187,-0.00733,-0.01221
4.5826,-1.15187,-0.00733,-0.00733
4.5927,-1.15187,0.00733,-0.01221
4.6027,-1.15187,-0.00733,-0.01221
4.6128,-1.15187,-0.02198,-0.01221
4.6229,-1.15187,-0.00733,-0.01221
4.633,-1.15187,0.00733,-0.01221
4.6431,-1.15187,-0.00733,-0.01221
4.6532,-1.15187,-0.00733,-0.01221
4.6633,-1.15187,0.00733,-0.01221
4.6734,-1.15187,-0.02198,-0.01221
4.6835,-1.15187,-0.02198,-0.01221
4.6936,-1.15187,-0.00733,-0.01221
4.7037,-1.15187,-0.02198,-0.01221
4.7138,-1.15187,-0.02198,-0.00733
4.7239,-1.15187,-0.02198,-0.01221
4.734,-1.15187,0.00733,-0.01221
4.7441,-1.15187,0.02198,-0.01221
4.7542,-1.15187,-0.02198,-0.01221
4.7642,-1.15187,-0.00733,-0.01221
4.7743,-1.15187,-0.02198,-0.01221
4.7844,-1.15187,-0.00733,-0.01221
4.7945,-1.15187,-0.02198,-0.01221
4.8046,-1.15187,-0.00733,-0.01221
4.8147,-1.15187,-0.02198,-0.01221
4.8248,-1.15187,-0.02198,-0.01221
4.8349,-1.15187,-0.02198,-0.01221
4.845,-1.15187,-0.00733,-0.01221
4.8551,-1.15187,0.00733,-0.01221
4.8652,-1.15187,0.00733,-0.01221
4.8753,-1.15187,-0.00733,-0.01221
4.8854,-1.15187,-0.00733,-0.01221
4.8955,-1.15187,-0.00733,-0.01221
4.9056,-1.15187,0.02198,-0.01221
4.9156,-1.15187,0.00733,-0.01221
4.9257,-1.15187,-0.02198,-0.00733
4.9358,-1.15187,-0.02198,-0.01221
4.9459,-1.15187,-0.00733,-0.00733
4.956,-1.15187,-0.00733,-0.00733
4.9661,-1.15187,-0.00733,-0.00733
4.9762,-1.15187,-0.00733,-0.01221
4.9862,-1.15187,-0.00733,-0.01221
4.9963,-1.15187,-0.02198,-0.00733
5.0065,-1.15225,-0.02198,-0.00733
5.0166,-1.15187,-0.02198,-0.00733
5.0267,-1.15225,-0.02198,-0.01221
5.0368,-1.15225,-0.00733,-0.01221
5.0469,-1.15225,-0.00733,-0.01221
5.057,-1.15225,-0.00733,-0.01221
5.067,-1.15225,-0.02198,-0.01221
5.0771,-1.15225,-0.00733,-0.01221
5.0872,-1.15225,-0.00733,-0.01221
5.0973,-1.15225,-0.00733,-0.00733
5.1074,-1.15225,-0.00733,-0.00733
5.1175,-1.15263,-0.02198,-0.00733
5.1276,-1.15263,-0.02198,-0.00733
5.1377,-1.15263,-0.00733,-0.00733
5.1477,-1.15263,-0.00733,-0.00733
5.1578,-1.15263,-0.02198,-0.00733
5.1679,-1.15263,-0.02198,-0.00733
5.178,-1.15301,-0.02198,-0.00244
5.1881,-1.15301,-0.00733,0.00244
5.1982,-1.15339,-0.02198,0.00244
5.2083,-1.15377,-0.05128,0.01221
5.2184,-1.15568,-0.22711,0.05128
5.2284,-1.15797,-0.18315,0.10989
5.2387,-1.15797,-0.05128,0.09524
5.2488,-1.15988,-0.21245,0.08059
5.2589,-1.16102,-0.06593,0.08547
5.269,-1.16102,-0.03663,0.06105
5.279,-1.1614,-0.05128,0.03175
5.2891,-1.16369,-0.27106,0.07082
5.2992,-1.16674,-0.25641,0.16361
5.3094,-1.16865,-0.12454,0.17338
5.3195,-1.17094,-0.27106,0.16361
5.3296,-1.17552,-0.47619,0.25153
5.3397,-1.17895,-0.35897,0.28083
5.3498,-1.17971,-0.06593,0.17338
5.3599,-1.18086,-0.15385,0.10989
5.37,-1.18544,-0.44689,0.1978
5.3801,-1.18658,-0.12454,0.18803
5.3902,-1.18696,-0.08059,0.10012
5.4003,-1.18811,-0.10989,0.06593
5.4103,-1.19116,-0.32967,0.13919
5.4204,-1.19535,-0.40293,0.24664
5.4305,-1.19917,-0.35897,0.2906
5.4406,-1.20375,-0.47619,0.31502
5.4507,-1.20642,-0.24176,0.27106
5.4608,-1.20832,-0.24176,0.20269
5.4709,-1.21138,-0.25641,0.18803
5.481,-1.21252,-0.12454,0.15385
5.4911,-1.2129,-0.06593,0.08059
5.5011,-1.21366,-0.10989,0.05617
5.5112,-1.2171,-0.34432,0.11966
5.5213,-1.22129,-0.44689,0.25641
5.5314,-1.22473,-0.37363,0.27595
5.5415,-1.2293,-0.47619,0.31013
5.5516,-1.23198,-0.22711,0.25153
5.5625,-1.23465,-0.25641,0.10501
5.5726,-1.23503,-0.30037,0.11477
5.5826,-1.23922,-0.44689,0.1978
5.5927,-1.24075,-0.15385,0.1978
5.6028,-1.24342,-0.27106,0.17827
5.6129,-1.24838,-0.50549,0.26129
5.623,-1.25296,-0.43223,0.33944
5.6336,-1.25677,-0.35897,0.31013
5.6437,-1.25792,-0.10989,0.20269
5.6538,-1.25944,-0.18315,0.13431
5.6639,-1.26402,-0.40293,0.20757
5.674,-1.26555,-0.13919,0.20269
5.6866,-1.26593,-0.09524,0.10989
5.6967,-1.2705,-0.38828,0.1685
5.7067,-1.27432,-0.32967,0.27106
5.7168,-1.27699,-0.31502,0.24664
5.7269,-1.28119,-0.43223,0.27595
5.737,-1.28424,-0.32967,0.26618
5.747,-1.285,-0.08059,0.16361
5.7571,-1.28805,-0.35897,0.17338
5.7672,-1.29225,-0.38828,0.23687
5.7773,-1.29263,-0.06593,0.15873
5.7874,-1.29454,-0.28571,0.12943
5.7975,-1.30026,-0.54945,0.25641
5.8075,-1.30369,-0.31502,0.31502
5.8176,-1.30751,-0.41758,0.2906
5.8277,-1.31132,-0.32967,0.28083
5.8378,-1.31323,-0.25641,0.22711
5.8479,-1.31666,-0.35897,0.22222
5.858,-1.31857,-0.15385,0.19292
5.8681,-1.31971,-0.15385,0.13431
5.8781,-1.32391,-0.38828,0.18803
5.8882,-1.32734,-0.34432,0.26129
5.8984,-1.33001,-0.28571,0.24176
5.9085,-1.33497,-0.49084,0.29548
5.9186,-1.34031,-0.28571,0.23199
5.9286,-1.34108,-0.31502,0.23199
5.9387,-1.34375,-0.37363,0.20269
5.9488,-1.34566,-0.18315,0.1685
5.9589,-1.34794,-0.25641,0.16361
5.969,-1.35214,-0.43223,0.22711
5.9791,-1.35634,-0.44689,0.31013
5.9891,-1.36091,-0.43223,0.32967
5.9992,-1.3632,-0.22711,0.27106
6.0093,-1.36511,-0.22711,0.18803
6.0194,-1.36854,-0.32967,0.20757
6.0295,-1.37007,-0.12454,0.17338
6.0396,-1.37045,-0.06593,0.09524
6.0496,-1.37312,-0.30037,0.11966
6.0597,-1.37846,-0.54945,0.28083
6.0698,-1.38304,-0.44689,0.34432
6.0799,-1.38685,-0.38828,0.33455
6.09,-1.38914,-0.21245,0.23687
6.1001,-1.38952,-0.08059,0.13431
6.1102,-1.39258,-0.32967,0.14408
6.1202,-1.39677,-0.38828,0.22711
6.1303,-1.39677,-0.03663,0.15385
6.1404,-1.39792,-0.13919,0.09035
6.1505,-1.40288,-0.50549,0.22222
6.1606,-1.40822,-0.50549,0.35897
6.1707,-1.41203,-0.41758,0.34432
6.1808,-1.41546,-0.31502,0.28571
6.1908,-1.41699,-0.18315,0.21245
6.2009,-1.42157,-0.43223,0.23687
6.211,-1.42424,-0.24176,0.25153
6.2211,-1.42729,-0.34432,0.22711
6.2315,-1.43263,-0.52015,0.31502
6.2416,-1.43759,-0.47619,0.37851
6.2516,-1.44102,-0.37363,0.3199
6.2617,-1.44293,-0.21245,0.22222
6.2718,-1.44598,-0.32967,0.20757
6.2819,-1.44903,-0.30037,0.21245
6.2946,-1.45323,-0.40293,0.1685
6.3047,-1.45361,-0.40293,0.1685
